title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,year,month,day
Final Fantasy Crystal Chronicles: Echoes of Time,DS,Role-Playing,Square Enix,7,0.47,0.12,0.27,0.06,0.02,2009-03-24,2009,3,24
Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash,3DS,Role-Playing,Level 5,7,0.47,0.0,0.46,0.01,0.0,2012-12-13,2012,12,13
Densetsu no Stafi,GBA,Platform,Nintendo,6,0.47,0.0,0.46,0.0,0.01,2002-09-06,2002,9,6
Bomberman Hero,N64,Platform,Nintendo,9,0.47,0.27,0.08,0.06,0.05,1998-09-01,1998,9,1
Sonic Mania,NS,Platform,Sega,8,0.47,0.23,0.01,0.18,0.04,2017-08-15,2017,8,15
Spider-Man 3,DS,Platform,Activision,8,0.47,0.41,0.0,0.02,0.04,2007-05-04,2007,5,4
NBA Ballers: Phenom,PS2,Sports,Midway Games,7,0.47,0.23,0.0,0.18,0.06,2006-04-05,2006,4,5
Spider-Man 3,Wii,Platform,Activision,4,0.47,0.42,0.0,0.02,0.04,2007-05-04,2007,5,4
Two Worlds II,PS3,Role-Playing,SouthPeak Interactive,6,0.47,0.26,0.06,0.1,0.04,2011-01-25,2011,1,25
Ford Racing Off Road,Wii,Racing,Empire Interactive,7,0.47,0.06,0.0,0.4,0.01,2008-09-01,2008,9,1
Dynasty Warriors Gundam,PS3,Action,Namco Bandai,6,0.47,0.14,0.31,0.01,0.02,2007-08-28,2007,8,28
Super Puyo Puyo 2,SNES,Puzzle,Compile,8,0.47,0.0,0.47,0.0,0.0,1995-12-08,1995,12,8
Tiger Woods PGA Tour 07,Wii,Sports,EA Sports,7,0.47,0.43,0.0,0.0,0.04,2007-03-13,2007,3,13
Hot Wheels Velocity X,PS2,Racing,THQ,5,0.47,0.23,0.0,0.18,0.06,2002-11-11,2002,11,11
L.A. Rush,PS2,Racing,Midway Games,7,0.47,0.23,0.0,0.18,0.06,2005-10-11,2005,10,11
Need for Speed Carbon,XB,Racing,Electronic Arts,7,0.47,0.35,0.0,0.1,0.02,2006-10-31,2006,10,31
Cars: Race-O-Rama,DS,Racing,THQ,7,0.47,0.35,0.0,0.09,0.04,2009-10-13,2009,10,13
Emergency Heroes,Wii,Racing,Ubisoft,7,0.47,0.14,0.0,0.27,0.05,2008-05-27,2008,5,27
Crash: Mind Over Mutant,X360,Platform,Activision,4,0.47,0.22,0.0,0.2,0.05,2008-10-21,2008,10,21
Knack 2,PS4,Platform,Sony Interactive Entertainment,6,0.47,0.14,0.01,0.25,0.07,2017-09-05,2017,9,5
The Godfather (JP sales),PS2,Action,Electronic Arts,7,0.47,0.39,0.0,0.02,0.06,2006-03-21,2006,3,21
World Series of Poker,PS2,Misc,Activision,3,0.47,0.39,0.0,0.01,0.06,2005-08-31,2005,8,31
James Bond 007: Blood Stone,X360,Action,Activision,6,0.47,0.2,0.0,0.23,0.05,2010-11-02,2010,11,2
Gauntlet Legends,PS,Action,Midway Games,6,0.47,0.26,0.0,0.18,0.03,2000-02-29,2000,2,29
NBA Live 99,N64,Sports,EA Sports,8,0.47,0.45,0.0,0.02,0.0,1998-11-04,1998,11,4
NBA Live 07,X360,Sports,EA Sports,6,0.47,0.43,0.0,0.0,0.04,2006-09-25,2006,9,25
2010 FIFA World Cup South Africa,PSP,Sports,EA Sports,6,0.47,0.09,0.03,0.23,0.12,2010-04-27,2010,4,27
LEGO The Hobbit,PS3,Action-Adventure,Warner Bros. Interactive Entertainment,7,0.47,0.12,0.0,0.28,0.07,2014-04-08,2014,4,8
Inazuma Eleven 3: Sekai e no Chousen!! The Ogre,DS,Sports,Level 5,7,0.47,0.0,0.47,0.0,0.0,2010-12-16,2010,12,16
Victorious Boxers: Ippo's Road to Glory,PS2,Fighting,Empire Interactive,7,0.47,0.05,0.38,0.04,0.01,2001-11-05,2001,11,5
Karate,2600,Fighting,Unknown,5,0.47,0.44,0.0,0.03,0.0,1980-01-01,1980,1,1
The Sims 2: Pets,Wii,Simulation,Electronic Arts,4,0.47,0.41,0.0,0.03,0.04,2007-06-12,2007,6,12
Viva Pinata: Trouble in Paradise,X360,Simulation,Microsoft Game Studios,8,0.47,0.16,0.01,0.25,0.05,2008-09-02,2008,9,2
Commando,2600,Action,Activision,5,0.47,0.44,0.0,0.02,0.0,1988-01-01,1988,1,1
FlingSmash,Wii,Action,Nintendo,3,0.47,0.37,0.07,0.01,0.02,2010-11-07,2010,11,7
Deadpool,PS4,Action,Activision,8,0.47,0.26,0.0,0.13,0.08,2015-11-18,2015,11,18
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,Action,Square Enix,8,0.47,0.05,0.3,0.09,0.03,2017-04-25,2017,4,25
Hamsterz Life,DS,Action,Ubisoft,7,0.47,0.43,0.0,0.01,0.04,2006-11-28,2006,11,28
Super Momotarou Dentetsu DX,SNES,Misc,Hudson Soft,8,0.47,0.0,0.47,0.0,0.0,1995-12-08,1995,12,8
Spider-Man: Friend or Foe,DS,Action,Activision,5,0.47,0.43,0.0,0.0,0.04,2007-10-02,2007,10,2
TrackMania Turbo,PS4,Racing,Ubisoft,8,0.47,0.04,0.0,0.35,0.07,2016-03-22,2016,3,22
Cars: Race-O-Rama,PS2,Racing,THQ,7,0.47,0.27,0.0,0.03,0.17,2009-10-13,2009,10,13
Detective Pikachu,3DS,Adventure,Nintendo,7,0.47,0.15,0.12,0.17,0.03,2018-03-23,2018,3,23
"Warhammer 40,000: Dawn of War II",PC,Strategy,THQ,8,0.47,0.0,0.0,0.45,0.01,2009-02-19,2009,2,19
Momotarou Dentetsu V,PS,Misc,Hudson Entertainment,7,0.47,0.0,0.44,0.0,0.03,1999-12-16,1999,12,16
MTV Music Generator,PS,Misc,Codemasters,7,0.47,0.26,0.0,0.18,0.03,1999-11-30,1999,11,30
Alien Trilogy,PS,Shooter,Acclaim Entertainment,8,0.47,0.24,0.04,0.16,0.03,1997-09-01,1997,9,1
Jurassic World Evolution,PS4,Simulation,Frontier Developments,8,0.47,0.14,0.0,0.25,0.08,2018-07-03,2018,7,3
Microsoft Flight Simulator X,PC,Simulation,Microsoft Game Studios,8,0.47,0.02,0.0,0.41,0.04,2006-10-17,2006,10,17
Luigi's Mansion,3DS,Adventure,Nintendo,7,0.47,0.19,0.09,0.16,0.03,2018-10-12,2018,10,12
Just Dance 2014,PS4,Music,Ubisoft,7,0.47,0.21,0.0,0.18,0.08,2013-11-15,2013,11,15
ICO,PS2,Adventure,Sony Computer Entertainment,8,0.47,0.23,0.0,0.18,0.06,2001-09-24,2001,9,24
Silent Hill: Downpour,PS3,Adventure,Konami,7,0.47,0.21,0.04,0.16,0.06,2012-03-13,2012,3,13
Pirates of the Caribbean: Dead Man's Chest,GBA,Adventure,Buena Vista,4,0.47,0.33,0.0,0.12,0.01,2006-06-27,2006,6,27
Jake Power: Fireman,DS,Adventure,Ubisoft,7,0.47,0.08,0.0,0.34,0.05,2009-02-10,2009,2,10
NHL 97,PS,Sports,EA Sports,7,0.47,0.26,0.0,0.18,0.03,1996-10-31,1996,10,31
Fantavision,PS2,Puzzle,Sony Computer Entertainment,8,0.47,0.14,0.19,0.11,0.04,2000-10-25,2000,10,25
Double Dragon,2600,Action,Activision,5,0.47,0.45,0.0,0.02,0.01,1989-07-23,1989,7,23
Madden NFL 17,X360,Sports,EA Sports,8,0.47,0.37,0.0,0.05,0.05,2016-08-23,2016,8,23
Payday 2,PS3,Shooter,505 Games,5,0.47,0.24,0.0,0.15,0.08,2013-08-13,2013,8,13
Mario Sports Superstars,3DS,Sports,Nintendo,6,0.46,0.18,0.13,0.12,0.03,2017-03-24,2017,3,24
Warhawk,PS,Simulation,Sony Computer Entertainment,8,0.46,0.25,0.0,0.17,0.03,1995-11-10,1995,11,10
Top Spin,XB,Sports,Microsoft Game Studios,6,0.46,0.36,0.0,0.08,0.02,2003-10-28,2003,10,28
Rygar: The Legendary Adventure,PS2,Action,Tecmo,7,0.46,0.2,0.06,0.15,0.05,2002-11-25,2002,11,25
Space Invaders,SNES,Shooter,Nintendo,8,0.46,0.0,0.46,0.0,0.0,1997-11-01,1997,11,1
Mega Man Star Force 3: Black Ace / Red Joker,DS,Role-Playing,Capcom,5,0.46,0.22,0.22,0.0,0.02,2009-06-30,2009,6,30
Dissidia Final Fantasy NT,PS4,Fighting,Square Enix,8,0.46,0.19,0.16,0.06,0.05,2018-01-30,2018,1,30
The Mark of Kri,PS2,Action,Sony Computer Entertainment,7,0.46,0.22,0.0,0.18,0.06,2002-07-29,2002,7,29
ATV Offroad Fury Pro,PSP,Racing,Sony Computer Entertainment,7,0.46,0.37,0.0,0.04,0.04,2006-10-26,2006,10,26
Momotarou Dentetsu 11,PS2,Misc,Hudson Soft,7,0.46,0.0,0.46,0.0,0.0,2002-12-05,2002,12,5
WWE 2K16,X360,Sports,Take-Two Interactive,8,0.46,0.29,0.0,0.13,0.04,2015-10-27,2015,10,27
Kessen II,PS2,Strategy,KOEI,7,0.46,0.13,0.2,0.1,0.03,2001-09-26,2001,9,26
Metal Gear Solid: The Essential Collection,PS2,Adventure,Konami,9,0.46,0.23,0.0,0.18,0.06,2008-03-18,2008,3,18
FIFA Soccer 12,PC,Sports,EA Sports,9,0.46,0.04,0.0,0.33,0.09,2011-09-27,2011,9,27
Imagine: Figure Skater (US sales),DS,Sports,Ubisoft,7,0.46,0.46,0.0,0.01,0.0,2008-03-04,2008,3,4
Harry Potter and the Order of the Phoenix,Wii,Adventure,Electronic Arts,4,0.46,0.38,0.0,0.05,0.04,2007-06-25,2007,6,25
Destroy All Humans!,XB,Adventure,THQ,6,0.46,0.34,0.0,0.11,0.02,2005-06-21,2005,6,21
Minecraft: Story Mode - The Complete Adventure,NS,Adventure,Telltale Games,8,0.46,0.27,0.0,0.15,0.04,2017-08-22,2017,8,22
The Golden Compass,X360,Adventure,Sega,4,0.46,0.3,0.0,0.12,0.04,2007-12-04,2007,12,4
Dragon Ball Z: Collectible Card Game,GBA,Misc,Infogrames,6,0.46,0.33,0.0,0.12,0.01,2002-05-29,2002,5,29
SingStar Amped,PS2,Misc,Sony Computer Entertainment,7,0.46,0.23,0.0,0.18,0.06,2007-09-18,2007,9,18
MX vs. ATV: Alive,PS3,Racing,THQ,6,0.46,0.24,0.0,0.15,0.07,2011-05-10,2011,5,10
Need for Speed: Hot Pursuit,Wii,Racing,Electronic Arts,5,0.46,0.17,0.0,0.24,0.05,2010-11-16,2010,11,16
Hydro Thunder,PS,Racing,Midway Games,7,0.46,0.26,0.0,0.17,0.03,2000-02-29,2000,2,29
Crash Nitro Kart,GBA,Racing,Vivendi Games,7,0.46,0.33,0.0,0.12,0.01,2003-11-11,2003,11,11
Gremlins,2600,Action,Atari,5,0.46,0.43,0.0,0.03,0.0,1984-01-01,1984,1,1
State of Decay 2,XOne,Action-Adventure,Microsoft Studios,7,0.46,0.27,0.0,0.14,0.04,2018-05-22,2018,5,22
Dragon Ball Z: Sagas,PS2,Fighting,Atari,5,0.46,0.38,0.0,0.01,0.06,2005-03-22,2005,3,22
WWE SmackDown vs. Raw 2011,Wii,Fighting,THQ,7,0.46,0.29,0.0,0.13,0.04,2010-10-26,2010,10,26
Bloody Roar II,PS,Fighting,Sony Computer Entertainment,8,0.46,0.25,0.0,0.17,0.03,1999-04-30,1999,4,30
FIFA Soccer 13,PSV,Sports,EA Sports,9,0.46,0.0,0.05,0.32,0.1,2012-09-25,2012,9,25
Mat Hoffman's Pro BMX 2,PS2,Sports,Activision,8,0.46,0.23,0.0,0.18,0.06,2002-08-12,2002,8,12
The Princess and the Frog,Wii,Platform,Disney Interactive Studios,7,0.46,0.29,0.0,0.13,0.04,2009-11-17,2009,11,17
Tales of Vesperia,PS3,Role-Playing,Namco Bandai,8,0.46,0.0,0.46,0.0,0.0,2009-09-17,2009,9,17
Brothers In Arms: Earned In Blood,PS2,Action,Ubisoft,7,0.46,0.38,0.0,0.01,0.06,2005-10-28,2005,10,28
Classic NES Series: Pac-Man,GBA,Puzzle,Nintendo,5,0.46,0.25,0.12,0.09,0.01,2004-06-02,2004,6,2
Jak and Daxter: The Lost Frontier,PS2,Platform,Sony Computer Entertainment,7,0.46,0.22,0.0,0.17,0.06,2009-11-03,2009,11,3
Rayman Legends,X360,Platform,Ubisoft,4,0.46,0.19,0.0,0.24,0.04,2013-09-03,2013,9,3
The Legend of Spyro: Dawn of the Dragon,DS,Platform,Vivendi Games,7,0.46,0.26,0.0,0.15,0.05,2008-10-21,2008,10,21
Dora the Explorer: Dora Saves the Snow Princess,DS,Platform,2K Play,7,0.46,0.26,0.0,0.16,0.04,2008-11-05,2008,11,5
Disney's Kim Possible 3: Team Possible,GBA,Platform,Disney Interactive Studios,9,0.46,0.33,0.0,0.12,0.01,2005-08-21,2005,8,21
Crayon Shin-Chan: Arashi o Yobu Enji,SNES,Platform,Bandai,8,0.46,0.0,0.46,0.0,0.0,1993-07-30,1993,7,30
Stuart Little 2,GBA,Platform,Activision,6,0.46,0.33,0.0,0.12,0.01,2002-07-12,2002,7,12
Tak 2: The Staff of Dreams,GBA,Platform,THQ,6,0.46,0.33,0.0,0.12,0.01,2004-10-11,2004,10,11
Scooby-Doo,GBA,Platform,THQ,6,0.46,0.33,0.0,0.12,0.01,2001-11-15,2001,11,15
Tomb Raider: Legend,PSP,Action,Eidos Interactive,7,0.46,0.09,0.0,0.25,0.12,2006-06-21,2006,6,21
LEGO DC Super-Villains,PS4,Action-Adventure,Warner Bros. Interactive Entertainment,7,0.46,0.22,0.0,0.17,0.08,2018-10-16,2018,10,16
LEGO The Hobbit,X360,Action-Adventure,Warner Bros. Interactive Entertainment,7,0.46,0.2,0.0,0.22,0.04,2014-04-08,2014,4,8
Crayola: Treasure Adventures,DS,Puzzle,Crave Entertainment,7,0.46,0.42,0.0,0.01,0.03,2007-10-01,2007,10,1
Boom Blox Bash Party,Wii,Puzzle,Electronic Arts,8,0.46,0.33,0.0,0.09,0.04,2009-05-19,2009,5,19
Circus Atari,2600,Action,Atari,5,0.46,0.43,0.0,0.03,0.0,1978-01-01,1978,1,1
Disney Infinity 3.0,XOne,Action,Disney Interactive Studios,8,0.46,0.3,0.0,0.12,0.04,2015-08-30,2015,8,30
Battlefield: Hardline,PS3,Shooter,Electronic Arts,7,0.46,0.15,0.08,0.17,0.06,2015-03-17,2015,3,17
Brothers In Arms: Road to Hill 30,PS2,Shooter,Ubisoft,7,0.46,0.38,0.0,0.01,0.06,2005-03-15,2005,3,15
Wolfenstein: The New Order,PS3,Shooter,Bethesda Softworks,7,0.46,0.14,0.02,0.22,0.07,2014-05-20,2014,5,20
Brothers In Arms: D-Day,PSP,Shooter,Ubisoft,6,0.46,0.23,0.0,0.14,0.09,2006-12-05,2006,12,5
Red Faction: Armageddon,PS3,Shooter,THQ,7,0.46,0.2,0.03,0.15,0.07,2011-06-07,2011,6,7
NHL FaceOff '97,PS,Sports,Sony Computer Entertainment,7,0.46,0.26,0.0,0.17,0.03,1996-10-31,1996,10,31
Country Dance 2,Wii,Misc,GameMill,7,0.46,0.43,0.0,0.0,0.03,2011-11-01,2011,11,1
Jampack Winter 2003 (RP-M),PS2,Misc,Sony Computer Entertainment,7,0.46,0.22,0.0,0.18,0.06,2003-10-15,2003,10,15
Syphon Filter: Logan's Shadow,PSP,Shooter,Sony Computer Entertainment,8,0.46,0.25,0.0,0.12,0.09,2007-10-02,2007,10,2
Hyrule Warriors: Definitive Edition,NS,Action,Nintendo,8,0.46,0.21,0.07,0.15,0.03,2018-05-18,2018,5,18
Nickelodeon Team Umizoomi,DS,Action,2K Play,7,0.46,0.42,0.0,0.0,0.04,2011-11-01,2011,11,1
Razor Freestyle Scooter,PS,Sports,Crave Entertainment,6,0.46,0.26,0.0,0.17,0.03,2000-12-11,2000,12,11
Super Batter Up,SNES,Sports,Namco,8,0.46,0.0,0.46,0.0,0.0,1992-10-01,1992,10,1
SimCity Creator,Wii,Simulation,Electronic Arts,7,0.46,0.36,0.04,0.03,0.04,2008-09-22,2008,9,22
MX vs. ATV Untamed,PS3,Racing,THQ,5,0.46,0.35,0.0,0.06,0.05,2007-12-17,2007,12,17
Star Wars: Demolition,PS,Racing,LucasArts,6,0.46,0.25,0.0,0.17,0.03,2000-11-12,2000,11,12
Mother 1+2,GBA,Role-Playing,Nintendo,6,0.46,0.0,0.45,0.0,0.01,2003-06-20,2003,6,20
Rugrats: Castle Capers,GBA,Action,THQ,6,0.46,0.33,0.0,0.12,0.01,2001-09-24,2001,9,24
Mass Effect Trilogy,PS3,Action,Electronic Arts,7,0.46,0.37,0.0,0.0,0.09,2012-12-04,2012,12,4
.hack//Outbreak Part 3,PS2,Role-Playing,Bandai,7,0.46,0.14,0.17,0.11,0.04,2003-09-09,2003,9,9
Delta Force: Black Hawk Down,PS2,Shooter,NovaLogic,7,0.46,0.22,0.0,0.17,0.06,2005-07-26,2005,7,26
Iridion 3D,GBA,Shooter,Majesco,5,0.46,0.33,0.0,0.12,0.01,2001-05-29,2001,5,29
Sled Storm,PS2,Racing,EA Sports BIG,7,0.45,0.22,0.0,0.17,0.06,2002-03-11,2002,3,11
Area 51,PS2,Shooter,Midway Games,7,0.45,0.22,0.0,0.17,0.06,2005-04-25,2005,4,25
Enemy Territory: Quake Wars,X360,Shooter,Activision,6,0.45,0.3,0.0,0.11,0.04,2008-05-27,2008,5,27
Discovery Kids: Kitten Corner,DS,Simulation,505 Games,7,0.45,0.42,0.0,0.0,0.03,2009-03-26,2009,3,26
Walt Disney World Quest: Magical Racing Tour,PS,Racing,Eidos Interactive,7,0.45,0.25,0.0,0.17,0.03,2000-03-23,2000,3,23
ATV Quad Power Racing 2,XB,Racing,Acclaim Entertainment,6,0.45,0.36,0.0,0.07,0.01,2003-01-21,2003,1,21
Vandal Hearts,PS,Role-Playing,Konami,7,0.45,0.14,0.19,0.09,0.03,1997-03-27,1997,3,27
Star Ocean 5: Integrity and Faithlessness,PS4,Role-Playing,Square Enix,8,0.45,0.1,0.16,0.13,0.05,2016-06-28,2016,6,28
Karaoke Revolution Presents American Idol Encore,Wii,Misc,Konami,7,0.45,0.42,0.0,0.0,0.03,2008-02-05,2008,2,5
Brain Challenge,DS,Misc,Ubisoft,6,0.45,0.41,0.0,0.01,0.03,2008-01-08,2008,1,8
God Eater 2,PSV,Misc,Namco Bandai Games,9,0.45,0.0,0.45,0.0,0.0,2013-11-14,2013,11,14
Mario Golf: Advance Tour,GBA,Sports,Nintendo,6,0.45,0.32,0.0,0.12,0.01,2004-06-22,2004,6,22
"Warhammer 40,000: Space Marine",PS3,Shooter,THQ,7,0.45,0.13,0.0,0.24,0.08,2011-09-06,2011,9,6
Defender II,2600,Shooter,Atari,5,0.45,0.42,0.0,0.02,0.0,1988-01-01,1988,1,1
PES 2009: Pro Evolution Soccer,Wii,Sports,Konami,8,0.45,0.09,0.05,0.26,0.05,2009-03-17,2009,3,17
F.E.A.R. 3,PS3,Shooter,Warner Bros. Interactive,7,0.45,0.21,0.01,0.16,0.07,2011-06-21,2011,6,21
Jikkyou Powerful Pro Yakyuu 12,PS2,Sports,Konami,7,0.45,0.0,0.45,0.0,0.0,2005-07-14,2005,7,14
J-League Excite Stage '95,SNES,Sports,Epoch,8,0.45,0.0,0.45,0.0,0.0,1995-04-28,1995,4,28
NFL Head Coach,PS2,Sports,EA Sports,7,0.45,0.38,0.0,0.01,0.06,2006-06-20,2006,6,20
World Stadium 2,PS,Sports,Namco,7,0.45,0.0,0.42,0.0,0.03,1998-04-29,1998,4,29
NHL 15,X360,Sports,EA Sports,8,0.45,0.35,0.0,0.05,0.05,2014-09-09,2014,9,9
Phantasy Star Online Episode I & II,GC,Role-Playing,Sega,8,0.45,0.23,0.16,0.06,0.01,2002-10-29,2002,10,29
Jikkyou Powerful Pro Yakyuu 3,SNES,Sports,Konami,8,0.45,0.0,0.45,0.0,0.0,1996-02-29,1996,2,29
Enter the Matrix,GC,Action,Atari,6,0.45,0.34,0.02,0.09,0.01,2003-05-14,2003,5,14
Pirates of the Caribbean: At World's End,Wii,Action,Disney Interactive Studios,6,0.45,0.39,0.01,0.02,0.04,2007-05-22,2007,5,22
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,Fighting,Namco Bandai Games,7,0.45,0.16,0.09,0.15,0.06,2014-10-01,2014,10,1
Bleach: The Blade of Fate,DS,Fighting,Sega,8,0.45,0.29,0.12,0.01,0.03,2007-10-09,2007,10,9
WWE WrestleMania 21,XB,Fighting,THQ,6,0.45,0.34,0.0,0.1,0.02,2005-04-20,2005,4,20
Fable Anniversary,X360,Role-Playing,Microsoft Studios,8,0.45,0.26,0.01,0.15,0.04,2014-02-04,2014,2,4
The Chronicles of Riddick: Escape From Butcher Bay,XB,Shooter,VU Games,6,0.45,0.32,0.0,0.11,0.02,2004-06-01,2004,6,1
Billiards,PS,Sports,Agetec,7,0.45,0.0,0.45,0.0,0.0,2001-05-14,2001,5,14
Harry Potter and the Deathly Hallows - Part 1,X360,Action,Electronic Arts,8,0.45,0.21,0.0,0.2,0.04,2010-11-09,2010,11,9
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,Platform,THQ,6,0.45,0.33,0.0,0.12,0.01,2005-03-04,2005,3,4
Skylanders: Trap Team,XOne,Platform,Activision,8,0.45,0.34,0.0,0.07,0.04,2014-10-05,2014,10,5
Skylanders Imaginators,WiiU,Platform,Activision,6,0.45,0.19,0.0,0.22,0.04,2016-10-16,2016,10,16
DmC Devil May Cry,X360,Action,Capcom,8,0.45,0.27,0.01,0.13,0.04,2013-01-15,2013,1,15
Apocalypse,PS,Action,Activision,6,0.45,0.25,0.0,0.17,0.03,1998-10-31,1998,10,31
Rampage World Tour,N64,Action,Midway Games,9,0.45,0.36,0.0,0.08,0.01,1998-03-30,1998,3,30
Band Hero,DS,Misc,Activision,6,0.45,0.22,0.0,0.19,0.05,2009-11-03,2009,11,3
The Powerpuff Girls: Relish Rampage,PS2,Action,BAM! Entertainment,3,0.45,0.22,0.0,0.17,0.06,2002-11-24,2002,11,24
Disney Sing It! High School Musical 3: Senior Year,PS2,Misc,Disney Interactive Studios,7,0.45,0.09,0.0,0.02,0.34,2009-02-17,2009,2,17
Disney Guilty Party,Wii,Misc,Disney Interactive Studios,7,0.45,0.42,0.0,0.0,0.03,2010-08-31,2010,8,31
NHL 2005,PS2,Sports,EA Sports,7,0.45,0.22,0.0,0.17,0.06,2004-09-20,2004,9,20
NCAA Gamebreaker 99,PS,Sports,989 Studios,7,0.45,0.25,0.0,0.17,0.03,1998-10-31,1998,10,31
L.A. Noire,NS,Adventure,Rockstar Games,7,0.45,0.21,0.0,0.21,0.04,2017-11-14,2017,11,14
Yakuza Kiwami,PS4,Adventure,Sega,8,0.45,0.13,0.21,0.07,0.04,2017-08-29,2017,8,29
Sphinx and the Cursed Mummy,PS2,Adventure,THQ,8,0.45,0.22,0.0,0.17,0.06,2003-11-10,2003,11,10
Scooby-Doo! Mystery Mayhem,PS2,Adventure,THQ,7,0.45,0.22,0.0,0.17,0.06,2004-03-02,2004,3,2
We Sing Encore,Wii,Misc,Nordic Games,7,0.45,0.0,0.0,0.4,0.05,2010-08-20,2010,8,20
Worms: Open Warfare 2,PSP,Strategy,THQ,8,0.45,0.04,0.0,0.27,0.14,2007-09-04,2007,9,4
Sid Meier's Civilization Revolution,DS,Strategy,2K Games,8,0.45,0.37,0.02,0.03,0.03,2008-07-08,2008,7,8
Attack on Titan: The Last Wings of Mankind,3DS,Action,Spike Chunsoft,7,0.45,0.0,0.45,0.0,0.0,2013-12-05,2013,12,5
Ghostbusters,2600,Action,Activision,5,0.45,0.42,0.0,0.03,0.0,1985-05-10,1985,5,10
Dynasty Warriors: Strikeforce,PSP,Action,Tecmo Koei,6,0.45,0.03,0.38,0.02,0.02,2009-04-28,2009,4,28
Lego Batman 3: Beyond Gotham,WiiU,Action,Warner Bros. Interactive Entertainment,7,0.45,0.21,0.0,0.21,0.04,2014-11-11,2014,11,11
Just Dance 4,PS3,Music,Ubisoft,7,0.45,0.26,0.0,0.11,0.08,2012-10-09,2012,10,9
Command & Conquer: Red Alert 3,X360,Strategy,Bethesda Softworks,7,0.45,0.18,0.0,0.23,0.05,2008-11-11,2008,11,11
Tomb Raider: Underworld,Wii,Adventure,Eidos Interactive,6,0.45,0.13,0.0,0.27,0.05,2008-11-18,2008,11,18
iCarly,Wii,Adventure,Activision,7,0.45,0.42,0.0,0.0,0.03,2009-10-27,2009,10,27
American Girl: Kit Mystery Challenge!,DS,Adventure,THQ,7,0.45,0.42,0.0,0.0,0.03,2008-06-23,2008,6,23
Barbie as The Island Princess,Wii,Adventure,Activision,5,0.45,0.42,0.0,0.0,0.03,2007-10-30,2007,10,30
Fatal Fury 2,SNES,Fighting,Takara,8,0.45,0.0,0.45,0.0,0.0,1994-04-01,1994,4,1
Tekken Advance,GBA,Fighting,Namco,8,0.45,0.32,0.0,0.12,0.01,2002-01-28,2002,1,28
The Sims 3: Ambitions,PC,Simulation,Electronic Arts,7,0.45,0.0,0.0,0.29,0.16,2010-06-01,2010,6,1
Style Savvy: Styling Star,3DS,Simulation,Nintendo,8,0.45,0.0,0.14,0.29,0.02,2017-12-25,2017,12,25
NASCAR 2005: Chase for the Cup,XB,Racing,EA Sports,6,0.45,0.34,0.0,0.1,0.02,2004-08-31,2004,8,31
Crash of the Titans,Wii,Action,Sierra Entertainment,6,0.45,0.39,0.0,0.02,0.03,2007-10-02,2007,10,2
Maze Craze: A Game of Cops 'n Robbers,2600,Action,Atari,5,0.45,0.42,0.0,0.02,0.0,1978-01-01,1978,1,1
Mobile Suit Gundam,PS,Action,Bandai,7,0.45,0.0,0.42,0.0,0.03,1995-06-23,1995,6,23
Bee Movie Game,DS,Action,Activision,6,0.45,0.41,0.0,0.0,0.03,2007-10-30,2007,10,30
Samurai Warriors: Xtreme Legends,PS2,Action,KOEI,7,0.45,0.04,0.36,0.03,0.01,2004-11-09,2004,11,9
TNA iMPACT!,X360,Fighting,Midway Games,6,0.45,0.26,0.0,0.15,0.04,2008-09-09,2008,9,9
WWE Day of Reckoning,GC,Fighting,THQ,8,0.45,0.35,0.0,0.09,0.01,2004-08-30,2004,8,30
Scooby-Doo! and the Spooky Swamp,Wii,Action,Warner Bros. Interactive,7,0.45,0.29,0.0,0.13,0.04,2010-09-14,2010,9,14
Hot Wheels: Stunt Track Challenge,GBA,Racing,THQ,5,0.45,0.32,0.0,0.12,0.01,2004-11-10,2004,11,10
Jawbreaker,2600,Action,Tigervision,5,0.45,0.42,0.0,0.03,0.0,1982-01-01,1982,1,1
The New York Times Crosswords,DS,Puzzle,Majesco,7,0.45,0.42,0.0,0.0,0.03,2007-05-29,2007,5,29
Terraria,PS3,Action-Adventure,505 Games,7,0.45,0.09,0.09,0.21,0.06,2013-07-30,2013,7,30
Vin Diesel: Wheelman,X360,Racing,Ubisoft,6,0.45,0.24,0.0,0.17,0.04,2009-03-24,2009,3,24
Burnout Dominator,PSP,Racing,Electronic Arts,7,0.45,0.02,0.01,0.38,0.05,2007-03-06,2007,3,6
Sega Rally Revo,X360,Racing,Sega,8,0.45,0.12,0.0,0.28,0.05,2007-10-09,2007,10,9
Silent Hill: Homecoming,X360,Action,Konami,7,0.45,0.25,0.0,0.15,0.04,2008-09-30,2008,9,30
Pokémon Puzzle League,N64,Puzzle,Nintendo,9,0.45,0.36,0.0,0.08,0.01,2000-09-01,2000,9,1
Despicable Me: The Game - Minion Mayhem,DS,Puzzle,D3 Publisher,7,0.45,0.37,0.0,0.05,0.03,2010-07-06,2010,7,6
Skylanders: SuperChargers,PS4,Action-Adventure,Activision,8,0.45,0.29,0.0,0.09,0.08,2015-09-20,2015,9,20
